X;Y;gid;nom;lat_coor1;long_coor1;adr_num;adr_voie;com_cp;com_insee;com_nom;acc;acc_lib;acc_pcsec;acc_acc;acc_etg;acc_complt;photo1;photo2;disp_j;disp_h;disp_complt;tel1;tel2;site_email;date_instal;etat_fonct;fab_siren;fab_rais;mnt_siren;mnt_rais;modele;num_serie;id_euro;lc_ped;dtpr_lcped;dtpr_lcad;dtpr_bat;freq_mnt;dispsurv;dermnt;expt_siren;expt_rais;expt_tel1;expt_tel2;expt_email
7.7204724;48.8798177997221;;;48.8798177997221;7.7204724;;;;67260;Laubach;Extérieur;;;;;Caserne des pompiers - Mur extérieur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6548043;48.8295157997346;;;48.8295157997346;7.6548043;;;;67087;Dauendorf;Extérieur;;;;;Eglise Catholique St-Cyriaque - Faàade nord de l'Eglise;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6539025;48.827802099735;;;48.827802099735;7.6539025;;;;67087;Dauendorf;Extérieur;;;;;EHPAD - Acceuil bâtiment notre Dame;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7051002;48.815776399738;;;48.815776399738;7.7051002;;;;67359;Ohlungen;Extérieur;;;;;Espace Sport et Culture - Mur à doite de la porte d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7518155;48.8283678997349;;;48.8283678997349;7.7518155;;;;67458;Schweighouse-sur-Moder;Intérieur;non;;;0;À l'entrée du magasin;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;GiFi;;;
7.7391829;48.831855099734;2938;;48.831855099734;7.7391829;;;;67458;Schweighouse-sur-Moder;Intérieur;non;;;0;À l'intérieur du magasion Grand Frais;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Grand Frais;;;
7.71109;48.7801999997468;;;48.7801999997468;7.71109;;;;67023;Batzendorf;Extérieur;;;;;"Salle polyvalente - A l'exterieur, devant l'entrée principale";;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7030205;48.7934874997435;;;48.7934874997435;7.7030205;;;;67540;Wintershouse;Extérieur;;;;;Mairie - derriére la mairie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6740536;48.7921423997439;;;48.7921423997439;7.6740536;;;;67035;Berstheim;Extérieur;;;;;Mairie - Extérieur à côté de l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7144994;48.7557635997529;;;48.7557635997529;7.7144994;;;;67417;Rottelsheim;Extérieur;;;;;Mairie - sur mur à côté de la porte d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7087358;48.7306994997591;;;48.7306994997591;7.7087358;;;;67067;Brumath;Extérieur;;;;;"A gauche de la porte avant d'entrer dans la mairie, sous le porche.";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6957385;48.7210192997615;;;48.7210192997615;7.6957385;;;;67067;Brumath;Extérieur;;;;;magasin Carrefour Est - à gauche de la caisse du magasin;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6915063;48.7243294997607;;;48.7243294997607;7.6915063;;;;67067;Brumath;Extérieur;;;;;magasin Carrefour Ouest - en allant vers les toilettes en passant par l'entrée principale;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7219788;48.7580170997523;;;48.7580170997523;7.7219788;;;;67250;Kriegsheim;Extérieur;;;;;Hall sportif - mur exterieur à droite de l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7817483;48.7195500997619;;;48.7195500997619;7.7817483;;;;67038;Bietlenheim;Extérieur;;;;;Mairie - sur le batiment annexe;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8028615;48.7181635997622;;;48.7181635997622;7.8028615;;;;67529;Weyersheim;Extérieur;;;;;Mairie - à l'extérieure de la porte d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7959025;48.7081601997647;;;48.7081601997647;7.7959025;;;;67529;Weyersheim;Extérieur;;;;;terrain de football de la Zorn - sous le préau du stade de football;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8090635;48.715096899763;;;48.715096899763;7.8090635;;;;67529;Weyersheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8231898;48.7559340997528;;;48.7559340997529;7.8231898;;;;67169;Gries;Extérieur;;;;;Espace la forêt - Devant l'entrée principale;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8138558;48.7529447997536;;;48.7529447997536;7.8138558;;;;67169;Gries;Extérieur;;;;;Mairie - facade nord;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8108163;48.7394983997569;;;48.7394983997569;7.8108163;;;;67252;Kurtzenhouse;Extérieur;;;;;Complexe sportifs - entre la salle culturelle et la salle polyvalente;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9512853;48.76734719975;;;48.76734719975;7.9512853;;;;67106;Drusenheim;Extérieur;;;;;Maison de retraite - Devant l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9512955;48.7628837997511;;;48.7628837997511;7.9512955;;;;67106;Drusenheim;Extérieur;;;;;Mairie - Devant l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9642677;48.7605202997517;;;48.7605202997517;7.9642677;;;;67106;Drusenheim;Extérieur;;;;;Piscine - Devant l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9511262;48.7645127997507;;;48.7645127997507;7.9511262;;;;67106;Drusenheim;Extérieur;;;;;Sur la place de l'Eglise - Près des écoles;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9519721;48.7583902997522;;;48.7583902997522;7.9519721;;;;67106;Drusenheim;Extérieur;;;;;Pôle culturel - Devant l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9197239;48.7124297997636;;;48.7124297997636;7.9197239;;;;67356;Offendorf;Extérieur;;;;;SALLE POLYVALENTE -;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9119922;48.711022199764;;;48.711022199764;7.9119922;;;;67356;Offendorf;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8982849;48.7305342997592;;;48.7305342997592;7.8982849;;;;67194;Herrlisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9071052;48.7299282997593;;;48.7299282997593;7.9071052;;;;67194;Herrlisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9066462;48.7288335997596;;;48.7288335997596;7.9066462;;;;67194;Herrlisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8998177;48.7303580997592;;;48.7303580997592;7.8998177;;;;67194;Herrlisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9104426;48.7375937997574;;;48.7375937997574;7.9104426;;;;67194;Herrlisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9050817;48.7559068997528;;;48.7559068997529;7.9050817;;;;67407;Rohrwiller;Extérieur;;;;;MAIRIE - Dans le sas d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9902615;48.775626199748;;;48.775626199748;7.9902615;;;;67082;Dalhunden;Extérieur;;;;;Mairie - sous le préau;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0016736;48.795601699743;;;48.795601699743;8.0016736;;;;67476;Stattmatten;Extérieur;;;;;Ecole - Sur façade gauche à coté de la Mairie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9658461;48.8292527997347;;;48.8292527997347;7.9658461;;;;67472;Soufflenheim;Extérieur;;;;;Hall Municipale - extérieur Côté gauche;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9619103;48.8293455997347;;;48.8293455997347;7.9619103;;;;67472;Soufflenheim;Extérieur;;;;;Maison Thécla - fixé sur les garages dans la cour;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9613497;48.8375184997326;;;48.8375184997326;7.9613497;;;;67472;Soufflenheim;Extérieur;;;;;Centre Sportif et Culturel Le Céram - Hall d'entrée sous la cage d'escalier;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9559014;48.8299157997345;;;48.8299157997345;7.9559014;;;;67472;Soufflenheim;Extérieur;;;;;Immeuble - Mur Extérieur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9685099;48.8247656997358;;;48.8247656997358;7.9685099;;;;67472;Soufflenheim;Extérieur;;;;;Terrain de football - Sous la terrasse accessible du terrain de football;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9613345;48.8149284997382;;;48.8149284997382;7.9613345;;;;67472;Soufflenheim;Extérieur;;;;;Ecole maternelle Jacques Prévert - extérieur accessible de la rue;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0080158;48.8174413997376;;;48.8174413997376;8.0080158;;;;67418;Rountzenheim-Auenheim;Extérieur;;;;;Espace Vauban - Extérieur sous le hall d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9840735;48.9007839997169;;;48.9007839997169;7.9840735;;;;67184;Hatten;Extérieur;;;;;Esapce Pluriel - façade à côté de l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9872285;48.8977093997177;;;48.8977093997177;7.9872285;;;;67184;Hatten;Extérieur;;;;;Club-House pétanque - Façade extérieur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.9782677;48.9020340997166;;;48.9020340997166;7.9782677;;;;67184;Hatten;Extérieur;;;;;Mairie - Devant l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0832974;48.8656791997256;;;48.8656791997256;8.0832974;;;;67025;Beinheim;Extérieur;;;;;Maison des ainés - entrée arrière du bâtiment;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0901867;48.8634966997262;;;48.8634966997262;8.0901867;;;;67025;Beinheim;Extérieur;;;;;Salle polyvalente - à droite de porte d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.084585;48.8630832997263;;;48.8630832997263;8.084585;;;;67025;Beinheim;Extérieur;;;;;Mairie - sous l'auvent;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0682592;48.8748495997233;;;48.8748495997233;8.0682592;;;;67235;Kesseldorf;Extérieur;;;;;école - sous le préau à l'intérieur de la cour;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0544784;48.844170299731;;;48.844170299731;8.0544784;;;;67409;Roppenheim;Extérieur;;;;;Mairie - mur extérieur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.0412339;48.8293247997346;;;48.8293247997346;8.0412339;;;;67405;Rœschwoog;Extérieur;;;;;Maison des Oeuvres et de la Culture - Mur extérieur devant la porte d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.1070364;48.8931258997188;;;48.8931258997188;8.1070364;;;;67463;Seltz;Extérieur;;;;;Maison de Retraite - Salle de soins 1er étage;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.1136398;48.9012887997168;;;48.9012887997168;8.1136398;;;;67463;Seltz;Extérieur;;;;;Maison des loisirs et de la culture - devant la MLC à droite tout près de l'entrée du judo;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7041836;48.3731468998474;;;48.3731468998474;7.7041836;;;;67154;Gerstheim;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7036026;48.3750450998469;;;48.3750450998469;7.7036026;;;;67154;Gerstheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6976078;48.382732399845;;;48.382732399845;7.6976078;;;;67154;Gerstheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6986861;48.3796617998458;;;48.3796617998458;7.6986861;;;;67154;Gerstheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.674193;48.4668793998243;;;48.4668793998243;7.674193;;;;67200;Hipsheim;Extérieur;;;;;Mairie - Devant l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6479768;48.4208353998357;;;48.4208353998357;7.6479768;;;;67130;Erstein;Intérieur;;;;1;"1-er étage en partant du sol, dans le couloir à côté du bureau du CPE.";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6477367;48.4206609998357;;;48.4206609998357;7.6477367;;;;67130;Erstein;Intérieur;;;;2;"2-ème étage en partant du sol, dans les couloirs avant les portes coupes feu.";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7445145;48.4735389998227;;;48.4735389998227;7.7445145;;;;67378;Plobsheim;Extérieur;;;;;Complexe Sortif du Langesend - Auvent entrée salle multisports;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7253949;48.4702706998235;;;48.4702706998235;7.7253949;;;;67378;Plobsheim;Extérieur;;;;;"Espace associattif, périscolaire, espaces jeunes - Façade extérieur sous l'Auvent";;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7313187;48.4770691998218;;;48.4770691998218;7.7313187;;;;67378;Plobsheim;Extérieur;;;;;Hall de Tennis - Façade côté parking;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6744865;48.4475128998291;;;48.4475128998291;7.6744865;;;;67336;Nordhouse;Extérieur;;;;;Foyer Paroissial - Mue extérieur à l'entrée de la salle;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6743653;48.4475618998291;;;48.4475618998291;7.6743653;;;;67336;Nordhouse;Extérieur;;;;;Foyer paroissial - a l'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.701315;48.5338458998078;;;48.5338458998078;7.701315;;;;67365;Ostwald;Extérieur;;;;;Hotel - Acceuil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7166042;48.537146299807;;;48.537146299807;7.7166042;;;;67365;Ostwald;Extérieur;;;;;"Station Total - derrière le comptoir, entrée principale";;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6910208;48.5679726997994;;;48.5679726997994;7.6910208;;;;67267;Lingolsheim;Extérieur;;;;;Chaufferie - mur extérieur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6876174;48.5788932997967;;;48.5788932997967;7.6876174;;;;67118;Eckbolsheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6648312;48.5796427997965;;;48.5796427997965;7.6648312;;;;67551;Wolfisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6633203;48.589571199794;;;48.5895711997941;7.6633203;;;;67551;Wolfisheim;Intérieur;;;;;Intérieur du Fort Kleber - peu après l'entrée.;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6696004;48.5932347997931;;;48.5932347997932;7.6696004;;;;67551;Wolfisheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6858463;48.60577909979;;;48.60577909979;7.6858463;;;;67343;Oberhausbergen;Extérieur;;;;;Façade Nord-Est de la mairie.;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6880917;48.5255788998099;;;48.5255788998099;7.6880917;;;;67152;Geispolsheim;Intérieur;non;;;0;Mur entre sortie de secours et sas d’entrée;;;;;;;;;;Inconnu;;Mindray;;;;FQ69006701;;;;;;;;;;Décathlon;;;
7.6885377;48.5247767998101;;;48.5247767998101;7.6885377;;;;67152;Geispolsheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.6891416;48.5293259998089;;;48.5293259998089;7.6891416;;;;67152;Geispolsheim;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7028201;48.5181695998117;;;48.5181695998117;7.7028201;;;;67152;Geispolsheim;Intérieur;non;;;0;À l'intérieur du Basic-Fit;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Basic-Fit;;;
7.6899784;48.5303540998087;;;48.5303540998087;7.6899784;;;;67152;Geispolsheim;Intérieur;oui;;;;À l'entrée du magasin;;;;;Mo-Sa 10:00-19:00;;;;;Inconnu;;;;;;;;;;;;;;;;Besson Chaussures;;;
7.7552345;48.5852918997951;;;48.5852918997951;7.7552345;;;;67482;Strasbourg;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7536063;48.5854479997951;;;48.5854479997951;7.7536063;;;;67482;Strasbourg;Extérieur;;;;;Hôtel du Prefét - A l'accueil du Batiment principal;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7520674;48.585818499795;;;48.585818499795;7.7520674;;;;67482;Strasbourg;Intérieur;;;;;Opéra National du Rhin - conciergerie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7498021;48.5813283997961;;Christian - Salon de Thé;48.5813283997961;7.7498021;;;;67482;Strasbourg;Intérieur;non;;;0;;;;;;Mo-Sa 07:30-18:30;+33 3 88 22 12 70;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7512083;48.581630199796;;;48.581630199796;7.7512083;;;;67482;Strasbourg;Intérieur;;;;;dans l'entrée de l'échoppe cathédrale;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7110901;48.5758548997974;;;48.5758548997975;7.7110901;;;;67482;Strasbourg;Extérieur;;;;;CREPS Strasbourg - Hall de Sport couloir rdc infirmerie atrium amphi gymnase GR/GAF gymnase sport Co1;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7653646;48.5556741998024;;;48.5556741998024;7.7653646;;;;67482;Strasbourg;Extérieur;;;;;Résidence Laury Munch - hall d'accueil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7801314;48.5655492998;;;48.5655492998;7.7801314;;;;67482;Strasbourg;Extérieur;;;;;Résidence des Tuileries Museau - bureau secrétariat au RDC;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7104451;48.5947185997928;;;48.5947185997928;7.7104451;;;;67482;Strasbourg;Extérieur;;;;;Foyer Paul Henner - acceuil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.791684;48.5718730997984;;;48.5718730997984;7.791684;;;;67482;Strasbourg;Intérieur;oui;;;0;Mur à droite de l’entrée;;;;;;;;;;Inconnu;;Nihon Kohden;;;;;;;;;;;oui;;;;;;
7.770115;48.5942253997929;;;48.5942253997929;7.770115;;;;67482;Strasbourg;Intérieur;;;;;Parlement Européen - Accueil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7719447;48.5942944997929;;;48.5942944997929;7.7719447;;;;67482;Strasbourg;Extérieur;;;;;Palais de l'Europe - Infirmerie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7457018;48.5838479997955;;;48.5838479997955;7.7457018;;;;67482;Strasbourg;Intérieur;;;;;PC Sécurité Les Boutiques de l'Aubette;https://westnordost.de/p/21287.jpg;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7460712;48.5844263997953;;;48.5844263997953;7.7460712;;;;67482;Strasbourg;Intérieur;;;;;Écouter Voir : partie gauche du magasin;https://westnordost.de/p/21291.jpg;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Écouter Voir;;;
7.7459352;48.5826599997958;;;48.5826599997958;7.7459352;;;;67482;Strasbourg;Intérieur;;;;;Dans le hall du cinéma Odyssée;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7576231;48.5832175997956;;;48.5832175997956;7.7576231;;;;67482;Strasbourg;Intérieur;non;;;0;À côté du bar;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Café Atlantico;;;
7.7286251;48.589757699794;;;48.589757699794;7.7286251;;;;67482;Strasbourg;Extérieur;;;;;Centre de secours Strasbourg Ouest - à l'accueil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7473707;48.5826706997958;;;48.5826706997958;7.7473707;;;;67482;Strasbourg;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7473187;48.5824031997958;;;48.5824031997958;7.7473187;;;;67482;Strasbourg;Intérieur;;;;;à droite en entrant;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7332016;48.5845091997953;;;48.5845091997953;7.7332016;;Strohweg;;67482;Strasbourg;Extérieur;oui;;;;"Voies 4/5, repère X";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;SNCF;;;
7.7347847;48.5851668997951;;Verrière;48.5851668997952;7.7347847;;;;67482;Strasbourg;Intérieur;oui;;;0;;;;;;;;;;;Inconnu;;Schiller;;;;;;;;;;;;blep;;;;;
7.7419461;48.5869679997947;;;48.5869679997947;7.7419461;;;;67482;Strasbourg;Intérieur;;;;1;Gauche entrée Décathlon;;;;;;;;;;Inconnu;;Schiller France SAS;;;;;;;;;;;;;;;;;
7.7486968;48.5884778997943;;;48.5884778997943;7.7486968;;;;67482;Strasbourg;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7452191;48.5844766997953;;;48.5844766997953;7.7452191;;;;67482;Strasbourg;Intérieur;;;;;& Other Stories : au fond à droite derrière la caisse;https://westnordost.de/p/21294.jpg;;;;Mo-Sa 11:00-19:00;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7334745;48.5761515997974;;;48.5761515997974;7.7334745;;;;67482;Strasbourg;Extérieur;;;;;Gendarmerie Nationale - bâtiement 1 entrée principale;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.769216;48.6049394997902;;;48.6049394997903;7.769216;;;;67482;Strasbourg;Extérieur;;;;;CRS 37 - niveau porte vitrée près de l'ascenseur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7353214;48.5838582997955;;;48.5838582997955;7.7353214;;;;67482;Strasbourg;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.757285;48.6009232997912;;;48.6009232997913;7.757285;;;;67482;Strasbourg;Intérieur;;;;;Crédit Mutuel - 1 à la loge + 1 à l'infirmerie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7718612;48.5954257997926;;;48.5954257997926;7.7718612;;;;67482;Strasbourg;Extérieur;;;;;Palais de l'Europe - PC sécurité;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7423677;48.5826950997958;;;48.5826950997958;7.7423677;;;;67482;Strasbourg;Intérieur;;;;;Cinéma Star Saint-Exupéry : à droite dans un placard derrière un comptoir;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7683465;48.597861299792;;;48.597861299792;7.7683465;;;;67482;Strasbourg;Extérieur;;;;;Parlement Européen - Accueil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7529144;48.573420399798;;;48.5734203997981;7.7529144;;;;67482;Strasbourg;Extérieur;;;;;;;;;;Mo-Fr 08:30-20:00;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7439769;48.5852567997951;;;48.5852567997951;7.7439769;;;;67482;Strasbourg;Intérieur;non;;;0;Derrière les caisses du rez-de-chaussée;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Primark;;;
7.7442993;48.5851213997951;;H&M;48.5851213997951;7.7442993;;;;67482;Strasbourg;Intérieur;oui;;;0;Sur la gauche derrière les caisses;https://westnordost.de/p/21300.jpg;;;;Mo-Sa 09:30-20:00;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7443793;48.5847886997952;;Uniqlo;48.5847886997953;7.7443793;;;;67482;Strasbourg;Intérieur;;;;0;À l’angle du mur à droite de l’entrée;;;;;Mo-Sa 10:00-20:00;;;;;Inconnu;;Heartsine;;;;;;;;;;;;;;Uniqlo;;;
7.7497795;48.5726068997983;;;48.5726068997983;7.7497795;;;;67482;Strasbourg;Extérieur;;;;;Police Nationale - accueil;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7489617;48.5723044997983;;;48.5723044997983;7.7489617;;;;67482;Strasbourg;Extérieur;;;;;Police Nationale - Roulement;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7029203;48.5868298997947;3048;;48.5868298997947;7.7029203;;;;67482;Strasbourg;Intérieur;non;;;0;À l'intérieur du magasin Grand Frais;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Grand Frais;;;
7.711543;48.5917919997935;;;48.5917919997935;7.711543;;;;67482;Strasbourg;Intérieur;oui;;;;Dans le hall à gauche;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7087271;48.5270739998095;;;48.5270739998095;7.7087271;;;;67218;Illkirch-Graffenstaden;Extérieur;;;;;Forum de l'Ill - Bâtiment technique fontaine;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7072392;48.5242793998102;;;48.5242793998102;7.7072392;;;;67218;Illkirch-Graffenstaden;Extérieur;;;;;Salle des fête - Hall d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7386363;48.52482989981;;;48.5248298998101;7.7386363;;;;67218;Illkirch-Graffenstaden;Extérieur;;;;;Direction interrégionale Météo-France Nord-Est - au 1er étage dans le couloir;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.7056426;48.5160349998122;;;48.5160349998122;7.7056426;;;;67218;Illkirch-Graffenstaden;Extérieur;;;;;Tennis club du Girlenhirsch - Hall d'entrée;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
7.8836319;48.6924036997686;;;48.6924036997686;7.8836319;;;;67151;Gambsheim;Extérieur;;;;;La Poste - sur la façade principale;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
